doc_id,sentence_id,corpus,date,findspot,translation,transliteration,normalized_transliteration,lemma_forms,mdc,semantic_text
D051608,IBUBdwrO8cWgxkujsRYiEjyhziE,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Es wird in ihm sein (und) es wird für immer und ewig nicht (mehr) in ihm erlöschen!""","wnn =s jm =f nn ꜥḫm =s jm =f r nḥḥ ḏ,t",wnn s jm f nn ahm s jm f r nhh dt,wnn | =s | m | =f | nn | ꜥḫm | =s | m | =f | r | nḥḥ | ḏ.t,"wnn =s jm =f nn axm =s jm =f r nHH D,t","Translation: ""Es wird in ihm sein (und) es wird für immer und ewig nicht (mehr) in ihm erlöschen!"" | Transliteration: wnn =s jm =f nn ꜥḫm =s jm =f r nḥḥ ḏ,t | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D053370,IBUBdwGLxgxXWUWmvYUUSXRwxQQ,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Semen-Hor ist im Frohlocken über dein Kommen (und) du verbirgst deinen Leib in Per-henu!""","[...] Smn-Ḥr m ḥꜥꜥ n jwi̯ =k ḥꜣp =k ḏ,t =k m Pr-ḥnw",... smn-hr m haa n jwi k hap k dt k m pr-hnw,Smn.w-Ḥr.w | m | ḥꜥꜥ.wt | n | jwi̯ | =k | ḥꜣp | =k | ḏ.t | =k | m | Pr-ḥnw,"[...] smn-Hr m Haa n jwi =k HAp =k D,t =k m pr-Hnw","Translation: ""Semen-Hor ist im Frohlocken über dein Kommen (und) du verbirgst deinen Leib in Per-henu!"" | Transliteration: [...] Smn-Ḥr m ḥꜥꜥ n jwi̯ =k ḥꜣp =k ḏ,t =k m Pr-ḥnw | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D050377,IBUBd3iiUECDw0UQjOTX47e9mo0,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),Werde geben Anubis auf seinen rechten Fuß (und) Horus auf seinen linken Fuß.,"rḏi̯ Jnp,w ḥr rd =f wnm,j Ḥr,w ḥr rd =f jꜣb,j",rdi jnpw hr rd f wnmj hrw hr rd f jabj,rḏi̯ | Jnp.w | ḥr | rd | =f | wnm.j | Ḥr.w | ḥr | rd | =f | jꜣb.j,"rDi jnp,w Hr rd =f wnm,j Hr,w Hr rd =f jAb,j","Translation: Werde geben Anubis auf seinen rechten Fuß (und) Horus auf seinen linken Fuß. | Transliteration: rḏi̯ Jnp,w ḥr rd =f wnm,j Ḥr,w ḥr rd =f jꜣb,j | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D090909,IBUBd3A6ZblgRUQYtQMQAXcv4mc,tb,NK,Upper Egypt (South of Assiut),Ich habe das Haar aus dem Udjat-Auge geholt in seiner Zeit des Wütens.,"jw ṯzi̯.n =j šnj m wḏꜣ,t m tr =s nšnj",jw tzi.n j snj m wdat m tr s nsnj,jw | ṯzi̯ | =j | šnj | m | wḏꜣ.t | m | tr | =s | nšni̯,"jw Tzi.n =j Snj m wDA,t m tr =s nSnj","Translation: Ich habe das Haar aus dem Udjat-Auge geholt in seiner Zeit des Wütens. | Transliteration: jw ṯzi̯.n =j šnj m wḏꜣ,t m tr =s nšnj | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D050446,IBUBd1nNfpCzBE6QvjQvKzs722k,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),Du wirst zum Fürstenhaus gehen.,"šmi̯ =k r ḥw,t-sr",smi k r hwt-sr,šmi̯ | =k | r | Ḥw.t-sr,"Smi =k r Hw,t-sr","Translation: Du wirst zum Fürstenhaus gehen. | Transliteration: šmi̯ =k r ḥw,t-sr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D039980,IBUBd0s6Eaxp5EIajVFoRkOVc2c,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),,[ḏ(d)-mdw],dd-mdw,ḏd-mdw,[D(d)-mdw],Transliteration: [ḏ(d)-mdw] | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D049838,IBUBd0Y6n8HX8EOqlv5FXYyaChs,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""He, 'aus dem Horizont Hervorkommender' (Re)!""","⸢hꜣ⸣y pri̯-m-ꜣḫ,t",hay pri-m-aht,hꜣ | pr-m-ꜣḫ.t,"⸢hA⸣y pri-m-Ax,t","Translation: ""He, 'aus dem Horizont Hervorkommender' (Re)!"" | Transliteration: ⸢hꜣ⸣y pri̯-m-ꜣḫ,t | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D059540,IBUBdyZcNW0QNE7PvvcMrI8sNaY,sawlit,NK,Middle Egypt (from Kairo to Assiut),"Nun, viele Tage danach, da war sein kleiner Bruder, während keiner bei ihm war, im Tal der Tanne, wobei er den Tag damit verbrachte, das Kleinvieh der Wüste/des Berglandes zu jagen.","ḫr-jr-m-ḫt hrw.pl qn,w ḥr-sꜣ nn jw pꜣy =f sn šrj m tꜣ jn,t (n) pꜣ ꜥš [j]w nn wꜥ ḥnꜥ =f jw wr{w}šu̯ =f 〈ḥr〉 bḥ〈s〉 jꜣw,t.pl n ḫꜣs,t",hr-jr-m-ht hrw.pl qnw hr-sa nn jw pay f sn srj m ta jnt n pa as jw nn wa hna f jw wrwsu f hr bhs jawt.pl n hast,hrw | qn.w | ḥr-sꜣ | nn | jw | pꜣy= | =f | sn | šrj | m | tꜣ | jn.t | n.j | pꜣ | ꜥš | jw | nn | wꜥ | ḥnꜥ | =f | jw | wršu̯ | =f | ḥr | bḥs | ꜥw.t | n.j | ḫꜣs.t,"xr-jr-m-xt hrw.pl qn,w Hr-sA nn jw pAy =f sn Srj m tA jn,t (n) pA aS [j]w nn wa Hna =f jw wr{w}Su =f 〈Hr〉 bH〈s〉 jAw,t.pl n xAs,t","Translation: Nun, viele Tage danach, da war sein kleiner Bruder, während keiner bei ihm war, im Tal der Tanne, wobei er den Tag damit verbrachte, das Kleinvieh der Wüste/des Berglandes zu jagen. | Transliteration: ḫr-jr-m-ḫt hrw.pl qn,w ḥr-sꜣ nn jw pꜣy =f sn šrj m tꜣ jn,t (n) pꜣ ꜥš [j]w nn wꜥ ḥnꜥ =f jw wr{w}šu̯ =f 〈ḥr〉 bḥ〈s〉 jꜣw,t.pl n ḫꜣs,t | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D031127,IBUBdWGH10XrX0hjnPRerMWeyqg,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Osiris Neith, nimm dir die, die gegen dich rebellieren.","(W)sr(,w) N(j),t m n =k sb〈j〉.w jr =k",wsrw njt m n k sbj.w jr k,Wsjr | Nj.t | mj | n | =k | sbj | r | =k,"(w)sr(,w) n(j),t m n =k sb〈j〉.w jr =k","Translation: Osiris Neith, nimm dir die, die gegen dich rebellieren. | Transliteration: (W)sr(,w) N(j),t m n =k sb〈j〉.w jr =k | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D054071,IBUBd4Pq8AnGFkMjjJUVt7z37cw,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""O 'Der den Mund der vier großen Bas öffnet(e?), die in der Nekropole sind'!""","j wn-rʾ-n-pꜣ-4-bꜣ.pl-ꜥꜣ.w.pl-n,tj-m-ẖr,t-nṯr",j wn-ra-n-pa-4-ba.pl-aa.w.pl-ntj-m-hrt-ntr,j | wn-rʾ-n-pꜣ-4-bꜣ.w-ꜥꜣ.w-n.tj-m-ẖr.t-nṯr,"j wn-rA-n-pA-4-bA.pl-aA.w.pl-n,tj-m-Xr,t-nTr","Translation: ""O 'Der den Mund der vier großen Bas öffnet(e?), die in der Nekropole sind'!"" | Transliteration: j wn-rʾ-n-pꜣ-4-bꜣ.pl-ꜥꜣ.w.pl-n,tj-m-ẖr,t-nṯr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D053993,IBUBdxjpJgUqU0tzon5qgEVZvrg,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Der 'Bösewicht' ist er, sein Opfern erfolgt (ist) in der Richtstätte!""","Nhr pw wtn =f m hꜣb,t",nhr pw wtn f m habt,nhr | pw | wdn | =f | m | hb.t,"nhr pw wtn =f m hAb,t","Translation: ""Der 'Bösewicht' ist er, sein Opfern erfolgt (ist) in der Richtstätte!"" | Transliteration: Nhr pw wtn =f m hꜣb,t | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D095242,IBUBd3Rw48YBNEQNhEWAn9BNdMM,tb,NK,Upper Egypt (South of Assiut),"Ich bin der Erhöhte, der Herr von Ta-tebu.",jnk qꜣi̯ nb tꜣ-{r}〈t〉bw,jnk qai nb ta-rtbw,jnk | qꜣ | nb | Tꜣ-Tbw,jnk qAi nb tA-{r}〈t〉bw,"Translation: Ich bin der Erhöhte, der Herr von Ta-tebu. | Transliteration: jnk qꜣi̯ nb tꜣ-{r}〈t〉bw | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D073274,IBUBd6Cs86FPWEpcqTW6SBXnPNo,sawlit,NK,Upper Egypt (South of Assiut),Suche keinen Streit (wörtl.: Schicke dein Herz nicht zum Kampf aus)!,[m] [hꜣb] [jb] =[k] [r] [ꜥḥꜣ],m hab jb k r aha,m | hꜣb | jb | =k | r | ꜥḥꜣ,[m] [hAb] [jb] =[k] [r] [aHA],Translation: Suche keinen Streit (wörtl.: Schicke dein Herz nicht zum Kampf aus)! | Transliteration: [m] [hꜣb] [jb] =[k] [r] [ꜥḥꜣ] | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D090133,IBUBd40VUpntk0gbklmCLRwXd9k,tb,TIP - Roman times,Upper Egypt (South of Assiut),"""Vom Südwind wird ihm Kleinvieh gebracht;","jni̯ n =f ꜥw,t jn rsj",jni n f awt jn rsj,jni̯ | n | =f | ꜥw.t | jn | rs.w,"jni n =f aw,t jn rsj","Translation: ""Vom Südwind wird ihm Kleinvieh gebracht; | Transliteration: jni̯ n =f ꜥw,t jn rsj | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D100085,IBUBd1HsHVwWG07IuZW7gbRnzkI,tb,TIP - Roman times,Upper Egypt (South of Assiut),Von Osiris NN zu sprechen:,ḏd-mdw jn Wsjr [...],dd-mdw jn wsjr ...,ḏd-mdw | jn | Wsjr,Dd-mdw jn wsjr [...],Translation: Von Osiris NN zu sprechen: | Transliteration: ḏd-mdw jn Wsjr [...] | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)
D051823,IBUBdw0XxNzi3ksWij1I6UzAMWw,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Gefällt bist du (und) dein Ba!""",sḫr tw bꜣ =k,shr tw ba k,sḫr | tw | bꜣ | =k,sxr tw bA =k,"Translation: ""Gefällt bist du (und) dein Ba!"" | Transliteration: sḫr tw bꜣ =k | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D075900,IBUBd3URxctsOET9p1fJxQAPaPI,sawlit,MK & SIP,Upper Egypt (South of Assiut),"Then I built this tomb at the Terrace of the Great God, so that I could be in his following,","ꜥḥꜥ.n jri̯.n =(j) mꜥḥꜥ,t tn r rwḏ n(,j) nṯr-ꜥꜣ n-mr(w),t wn =(j) m šms,w =f",aha.n jri.n j mahat tn r rwd nj ntr-aa n-mrwt wn j m smsw f,ꜥḥꜥ.n | jri̯ | =j | mꜥḥꜥ.t | tn | r | rwd | n.j | nṯr-ꜥꜣ | n-mrw.t | wnn | =j | m | šms.w | =f,"aHa.n jri.n =(j) maHa,t tn r rwD n(,j) nTr-aA n-mr(w),t wn =(j) m Sms,w =f","Translation: Then I built this tomb at the Terrace of the Great God, so that I could be in his following, | Transliteration: ꜥḥꜥ.n jri̯.n =(j) mꜥḥꜥ,t tn r rwḏ n(,j) nṯr-ꜥꜣ n-mr(w),t wn =(j) m šms,w =f | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D051565,IBUBdwzQIQNl80VCvlQjxXRHIa8,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Die Götter des Südens fällen ihn!""","sḫr s(w) nṯr.pl-rs,j",shr sw ntr.pl-rsj,sḫr | sw | Nṯr.w-rs.j,"sxr s(w) nTr.pl-rs,j","Translation: ""Die Götter des Südens fällen ihn!"" | Transliteration: sḫr s(w) nṯr.pl-rs,j | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D097431,IBUBd35nvFXuE0UKh3qudzA2Afk,tb,NK,Upper Egypt (South of Assiut),Von NN zu sprechen:,ḏd-mdw jn [...],dd-mdw jn ...,ḏd-mdw | jn,Dd-mdw jn [...],Translation: Von NN zu sprechen: | Transliteration: ḏd-mdw jn [...] | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)
D053356,IBUBdxwMFUGJOUQTsXraQsqWRsg,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Netjeri-Hotep ist in Freude"" - zwei Mal - ""(und) Juny reinigt dich in Hut-Sechem!""","[...] Nṯr,j-ḥtp m ršj sp 2 swꜥb ṱ≡k Jwn m Ḥw,t-Sḫm",... ntrj-htp m rsj sp 2 swab tk jwn m hwt-shm,Nṯr.j-ḥtp | m | ršw.t | zp | 1...n | swꜥb | tw=k | jwn | m | Ḥw.t-sḫm,"[...] nTr,j-Htp m rSj sp 2 swab v≡k jwn m Hw,t-sxm","Translation: ""Netjeri-Hotep ist in Freude"" - zwei Mal - ""(und) Juny reinigt dich in Hut-Sechem!"" | Transliteration: [...] Nṯr,j-ḥtp m ršj sp 2 swꜥb ṱ≡k Jwn m Ḥw,t-Sḫm | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D035863,IBUBd1YDfM4xj0hirb6ngjZHlbU,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Ich habe ⸢sie⸣ [dir] hingelegt.,di̯.n =(j) s[n] [n] =[k],di.n j sn n k,wdi̯ | =j | sn | n | =k,di.n =(j) s[n] [n] =[k],Translation: Ich habe ⸢sie⸣ [dir] hingelegt. | Transliteration: di̯.n =(j) s[n] [n] =[k] | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D072531,IBUBd5PJ9B0WnEz7uP6KFm2Qa9E,sawlit,NK,Upper Egypt (South of Assiut),[---] er/sein/ihn [---],[...] [__] =f pꜣ[_] [...],... __ f pa_ ...,=f,[...] [__] =f pA[_] [...],Translation: [---] er/sein/ihn [---] | Transliteration: [...] [__] =f pꜣ[_] [...] | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D039216,IBUBdyKf1OcOoU6mp4PFczXQPvI,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Teti ist dieses(?), was erscheint und erscheint, was dauert und dauert (oder: verborgen und verborgen ist).",jw Ttj m nn ḫꜥi̯ ḫꜥi̯ j:mn j:mn,jw ttj m nn hai hai jmn jmn,jw | Ttj | m | nn | ḫꜥi̯ | ḫꜥi̯ | mn | mn,jw ttj m nn xai xai j:mn j:mn,"Translation: Teti ist dieses(?), was erscheint und erscheint, was dauert und dauert (oder: verborgen und verborgen ist). | Transliteration: jw Ttj m nn ḫꜥi̯ ḫꜥi̯ j:mn j:mn | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D043747,IBUBd7qtmeepX0JOoMFbdVFUXo8,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Deine Boten eilen, [deine Herolde] laufen, [...].","[zḫz] ⸢j⸣n(,w).pl =k ntꜣi̯ [ḥw(w),t(j).pl] =[k] [...]",zhz jnw.pl k ntai hwwtj.pl k ...,zḫz | jn.w | =k | ntꜣi̯ | ḥww.tj | =k,"[zxz] ⸢j⸣n(,w).pl =k ntAi [Hw(w),t(j).pl] =[k] [...]","Translation: Deine Boten eilen, [deine Herolde] laufen, [...]. | Transliteration: [zḫz] ⸢j⸣n(,w).pl =k ntꜣi̯ [ḥw(w),t(j).pl] =[k] [...] | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D051808,IBUBdz3Edpbc9EKZpx8ejttAxhU,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Zurück mit dir, jener Gewundene der Gedärme!""",ḥꜣ =k Qꜣb pwy n mẖdtj,ha k qab pwy n mhdtj,ḥꜣ | =k | Qꜣb.y | pwy | n.j | mẖt.w,HA =k qAb pwy n mXdtj,"Translation: ""Zurück mit dir, jener Gewundene der Gedärme!"" | Transliteration: ḥꜣ =k Qꜣb pwy n mẖdtj | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D072280,IBUBd9m1VcWzhUVXnCTiu6DxJcg,sawlit,NK,Middle Egypt (from Kairo to Assiut),Und Seine Majestät l.h.g. sagte:,ḏd.jn ḥm =f ꜥnḫ-wḏꜣ-snb,dd.jn hm f anh-wda-snb,ḏd | ḥm | =f | ꜥnḫ-wḏꜣ-snb,Dd.jn Hm =f anx-wDA-snb,Translation: Und Seine Majestät l.h.g. sagte: | Transliteration: ḏd.jn ḥm =f ꜥnḫ-wḏꜣ-snb | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)
D056501,IBUBdxkT2Mw1BEzimA8vC0LEjOM,sawlit,TIP - Roman times,Upper Egypt (South of Assiut),"Es ist für dich von Vorteil, in Bezug auf sie unbelastet zu sein.",ꜣḫ n =k wḏꜣ ḥr-r-rʾ =sn,ah n k wda hr-r-ra sn,ꜣḫ | n | =k | wḏꜣ | ḥr | =sn,Ax n =k wDA Hr-r-rA =sn,"Translation: Es ist für dich von Vorteil, in Bezug auf sie unbelastet zu sein. | Transliteration: ꜣḫ n =k wḏꜣ ḥr-r-rʾ =sn | Corpus: sawlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D050778,IBUBd5A4tN1uv0hbvoscCsIuRfc,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Oh, (wie) erhaben, erhaben bist du, unser Herr!""",j qꜣi̯.tj sp 2 nb =n,j qai.tj sp 2 nb n,j | qꜣi̯ | zp | 1...n | nb | =n,j qAi.tj sp 2 nb =n,"Translation: ""Oh, (wie) erhaben, erhaben bist du, unser Herr!"" | Transliteration: j qꜣi̯.tj sp 2 nb =n | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D039642,IBUBdyZpwcFVp0zgmepHwXkIb9I,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"O Neith, steh auf und setze dich zu einem {Hals} 〈Tausender〉 an Brot und einem Tausender an Bier.","〈h〉ꜣ N(j),t ꜥḥꜥ ḥmsi̯ j{d}〈r〉 〈ḫꜣ〉 m tʾ ḫꜣ m ḥ(n)q,t",ha njt aha hmsi jdr ha m ta ha m hnqt,hꜣ | Nj.t | ꜥḥꜥ | ḥmsi̯ | r | ḫꜣ | m | tʾ | ḫꜣ | m | ḥnq.t,"〈h〉A n(j),t aHa Hmsi j{d}〈r〉 〈xA〉 m tA xA m H(n)q,t","Translation: O Neith, steh auf und setze dich zu einem {Hals} 〈Tausender〉 an Brot und einem Tausender an Bier. | Transliteration: 〈h〉ꜣ N(j),t ꜥḥꜥ ḥmsi̯ j{d}〈r〉 〈ḫꜣ〉 m tʾ ḫꜣ m ḥ(n)q,t | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D091985,IBUBd5tTfYVgkUUhgRIcW95Dy84,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Im Himmel bin ich ""verklärt"" und in der Erde stark.","ꜣḫ =j m p,t wsr =j m tꜣ",ah j m pt wsr j m ta,ꜣḫ | =j | m | p.t | wsr | =j | m | tꜣ,"Ax =j m p,t wsr =j m tA","Translation: Im Himmel bin ich ""verklärt"" und in der Erde stark. | Transliteration: ꜣḫ =j m p,t wsr =j m tꜣ | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D072000,IBUBdwYJKoQb5k2WthTMGjZ1O7o,sawlit,NK,Middle Egypt (from Kairo to Assiut),"Pharao L.H.G. hat 〈mich〉 zum Truppen〈chef〉 des (Ortes) Brunnen gemacht."",
(so) hast du in deinem Sendschreiben an mich gesagt.","ḏi̯ 〈wj〉 Pr-ꜥꜣ ꜥnḫ-(w)ḏꜣ-s(nb) r 〈ḥr,j〉-pḏ,t n tꜣ ẖnm,t j.n =k 〈ḥr〉 hꜣb n =j",di wj pr-aa anh-wda-snb r hrj-pdt n ta hnmt j.n k hr hab n j,rḏi̯ | wj | pr-ꜥꜣ | ꜥnḫ-wḏꜣ-snb | r | ḥr.j-pḏ.t | n.j | tꜣ | ẖnm.t | j | =k | ḥr | hꜣb | n | =j,"Di 〈wj〉 pr-aA anx-(w)DA-s(nb) r 〈Hr,j〉-pD,t n tA Xnm,t j.n =k 〈Hr〉 hAb n =j","Translation: Pharao L.H.G. hat 〈mich〉 zum Truppen〈chef〉 des (Ortes) Brunnen gemacht."",
(so) hast du in deinem Sendschreiben an mich gesagt. | Transliteration: ḏi̯ 〈wj〉 Pr-ꜥꜣ ꜥnḫ-(w)ḏꜣ-s(nb) r 〈ḥr,j〉-pḏ,t n tꜣ ẖnm,t j.n =k 〈ḥr〉 hꜣb n =j | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D056348,IBUBdWmKMrtjPEDSpP3QnROfaDs,sawlit,NK,Upper Egypt (South of Assiut),"Das, was getan wird, ist das, was existiert. 
Es geht darum, nach nützlichen Dingen zu suchen.","jrr.t.pl pw wnn.t.pl ḏꜥr p[w] ꜣḫ,t.pl",jrr.t.pl pw wnn.t.pl dar pw aht.pl,jri̯ | pw | wnn | ḏꜥr | pw | ꜣḫ.t,"jrr.t.pl pw wnn.t.pl Dar p[w] Ax,t.pl","Translation: Das, was getan wird, ist das, was existiert. 
Es geht darum, nach nützlichen Dingen zu suchen. | Transliteration: jrr.t.pl pw wnn.t.pl ḏꜥr p[w] ꜣḫ,t.pl | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D041661,IBUBd4JHKBSZVUuEjVzPseBiDbA,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Horus, laß ihn nicht schifflos/hilflos sein, (wenn) er [...] zu Re, vor ihn (?).","Ḥr,w m jwi̯ sw [...] =f n ⸮Rꜥw? tp-ꜥ.w(j) =f",hrw m jwi sw ... f n raw tp-a.wj f,Ḥr.w | m | jwi̯ | sw | =f | n | Rꜥw | tp-ꜥ.wj | =f,"Hr,w m jwi sw [...] =f n ⸮raw? tp-a.w(j) =f","Translation: Horus, laß ihn nicht schifflos/hilflos sein, (wenn) er [...] zu Re, vor ihn (?). | Transliteration: Ḥr,w m jwi̯ sw [...] =f n ⸮Rꜥw? tp-ꜥ.w(j) =f | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D065693,IBUBdx9zxuIwYEdyqkoRloqpcM0,sawlit,MK & SIP,Upper Egypt (South of Assiut),"""Möge sich die Herrin der Sterne Dir verbinden!""","ẖnm tw Nb,t-sbꜣ.pl",hnm tw nbt-sba.pl,ẖnm | ṯw | nb.t-sbꜣ.w,"Xnm tw nb,t-sbA.pl","Translation: ""Möge sich die Herrin der Sterne Dir verbinden!"" | Transliteration: ẖnm tw Nb,t-sbꜣ.pl | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D063276,IBUBd8wNWh25Dk1soEeGSvfGXAI,sawlit,MK & SIP,Upper Egypt (South of Assiut),"der mit seinen Gespannen pflügt, der auf seinen Eseln aus seinen Säcken die Saat einbringt (?);",skꜣ m ḥt{t}〈r〉.pl =f prjs ḥr ꜥꜣ.pl =f m ẖꜣr.pl =f,ska m httr.pl f prjs hr aa.pl f m har.pl f,skꜣ | m | ḥtr | =f | pjs | ḥr | jꜥꜣ | =f | m | ẖꜣr | =f,skA m Ht{t}〈r〉.pl =f prjs Hr aA.pl =f m XAr.pl =f,"Translation: der mit seinen Gespannen pflügt, der auf seinen Eseln aus seinen Säcken die Saat einbringt (?); | Transliteration: skꜣ m ḥt{t}〈r〉.pl =f prjs ḥr ꜥꜣ.pl =f m ẖꜣr.pl =f | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D096778,IBUBd7ngLlU67kNasvMiv65mhDk,tb,NK,Upper Egypt (South of Assiut),Meine Füße gehören mir für immer.,"rd.du =j n =j n-ḏ,t",rd.du j n j n-dt,rd | =j | n | =j,"rd.du =j n =j n-D,t","Translation: Meine Füße gehören mir für immer. | Transliteration: rd.du =j n =j n-ḏ,t | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D051520,IBUBd6TsSh62e07AsxRmxfdvwiE,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Ich habe seine Augen geblendet!""","jw šp{n}.n =j jr,t.du.pl =f",jw spn.n j jrt.du.pl f,jw | šp | =j | jr.t | =f,"jw Sp{n}.n =j jr,t.du.pl =f","Translation: ""Ich habe seine Augen geblendet!"" | Transliteration: jw šp{n}.n =j jr,t.du.pl =f | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D091844,IBUBd3ousFSG0UCAgQh1o9jY0yw,tb,NK,Upper Egypt (South of Assiut),Ein Gott unterhält sich mit einem Gott.,mdwi̯ nṯr ḥnꜥ nṯr,mdwi ntr hna ntr,mdwi̯ | nṯr | ḥnꜥ | nṯr,mdwi nTr Hna nTr,Translation: Ein Gott unterhält sich mit einem Gott. | Transliteration: mdwi̯ nṯr ḥnꜥ nṯr | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)
D068310,IBUBd31BLIFQD0VRhWBa8gzjSW8,sawlit,MK & SIP,Upper Egypt (South of Assiut),"der für sich die Nechech-Geisel empfangen hat,","šzp n =f nḫḫ,w",szp n f nhhw,šzp | n | =f | nḫꜣḫꜣ,"Szp n =f nxx,w","Translation: der für sich die Nechech-Geisel empfangen hat, | Transliteration: šzp n =f nḫḫ,w | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D050567,IBUBd93YeI1wsEarihWtsQZBFcE,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Dein Feind, er existiert nicht (mehr)!""",sbjw =k nn wnn =f,sbjw k nn wnn f,sbj | =k | nn | wnn | =f,sbjw =k nn wnn =f,"Translation: ""Dein Feind, er existiert nicht (mehr)!"" | Transliteration: sbjw =k nn wnn =f | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
