term_id,term,df,total_tf,fields,field_count
T027218,hpn.t,1,1,lemma_forms,1
T027219,hppchenweise,1,1,translation,1
T027222,hqa-anh.w,1,1,lemma_forms,1
T027225,hr-nhn,1,1,normalized_transliteration,1
T027226,hr-nxn,1,1,mdc,1
T027231,hr.j-jb-sty.t,1,1,lemma_forms,1
T027233,hr.j-ph.wj,1,1,lemma_forms,1
T027238,hr.j-tr.wt,1,1,lemma_forms,1
T027240,hr.jw-say,1,1,lemma_forms,1
T027245,hrenden,1,1,translation,1
T027266,hsb.w-jh.w,1,1,lemma_forms,1
T027274,htmtjw,1,1,normalized_transliteration,1
T027276,htp-ntr.w,1,1,lemma_forms,1
T027278,huldigend,1,1,translation,1
T027298,ig,1,1,translation,1
T027299,igen,1,1,translation,1
T027301,ignoriere,1,1,translation,1
T027312,inen,1,1,translation,1
T027337,jab.t-ha.t-m-ta,1,1,lemma_forms,1
T027346,jdbdu-rhtj,1,1,normalized_transliteration,1
T027347,jdbdu-rxtj,1,1,mdc,1
T027348,jdbpl-rhtj,1,1,normalized_transliteration,1
T027349,jdbpl-rxtj,1,1,mdc,1
T027350,jedwedem,1,1,translation,1
T027353,jhm.pl-wrd,1,1,normalized_transliteration,1
T027355,jhm.w-wrd,1,1,normalized_transliteration,1
T027359,jm.j-dr.w,1,1,lemma_forms,1
T027360,jm.j-dr.ww,1,1,lemma_forms,1
T027362,jm.j-jb-n-nbf-maa,1,1,lemma_forms,1
T027363,jm.j-p.t,1,1,lemma_forms,1
T027374,jm.j-ra-pr-hsb-jt,1,1,lemma_forms,1
T027376,jm.j-ra-sba.w,1,1,lemma_forms,1
T027377,jm.j-ra-sh.tjw,1,1,lemma_forms,1
T027389,jm.j-wnw.t,1,1,lemma_forms,1
T027392,jm.jw-bah,1,1,lemma_forms,1
T027393,jm.jw-htt,1,1,lemma_forms,1
T027394,jmah.pl,1,1,normalized_transliteration,1
T027399,jmax.pl,1,1,mdc,1
T027419,jndb,1,1,lemma_forms,1
T027420,jndb.w,1,1,lemma_forms,1
T027421,jni-hrt-rh,1,1,normalized_transliteration,1
T027422,jni-hrt-rx,1,1,mdc,1
T027424,jr-hnt,1,1,normalized_transliteration,1
T027427,jr-xnt,1,1,mdc,1
T027438,jt.w,1,1,lemma_forms,1
T027439,jtj-jtj.w,1,1,lemma_forms,1
T027445,jungfrau,1,1,translation,1
T027452,jwt.w,1,1,lemma_forms,1
T027454,jxm.pl-wrd,1,1,mdc,1
T027456,jxm.w-wrd,1,1,mdc,1
T027464,jzn.wt,1,1,lemma_forms,1
T027467,ka-kraft,1,1,translation,1
T027482,kadesch,1,1,translation,1
T027508,kemit,1,1,translation,1
T027511,kerl,1,1,translation,1
T027515,kinderpaar,1,1,translation,1
T027520,kleide,1,1,translation,1
T027521,kleidungsstcken,1,1,translation,1
T027529,kmy,1,1,lemma_forms,1
T027530,kmy.t,1,1,lemma_forms,1
T027545,kopfband,1,1,translation,1
T027546,kopfbinde,1,1,translation,1
T027551,kostbare,1,1,translation,1
T027552,kraftvollen,1,1,translation,1
T027555,krftigen,1,1,translation,1
T027559,kriegers,1,1,translation,1
T027564,krokodilsgesicht,1,1,translation,1
T027566,krperliche,1,1,translation,1
T027567,krppel,1,1,translation,1
T027568,ksse,1,1,translation,1
T027575,ku,1,1,translation,1
T027582,lacking,1,1,translation,1
T027583,lagunen,1,1,translation,1
T027587,lead,1,1,translation,1
T027594,led,1,1,translation,1
T027595,lehne,1,1,translation,1
T027605,lgh,1,1,translation,1
T027612,lieblichen,1,1,translation,1
T027613,liebreizende,1,1,translation,1
T027614,lief,1,1,translation,1
T027620,ll,1,1,translation,1
T027622,lodert,1,1,translation,1
T027625,losgebunden,1,1,translation,1
T027627,loslassen,1,1,translation,1
T027630,lotusblte,1,1,translation,1
T027632,lumpen,1,1,translation,1
T027633,lungen,1,1,translation,1
T027637,m-hnty,1,1,normalized_transliteration,1
T027638,m-shd,1,1,normalized_transliteration,1
T027639,m-sxd,1,1,mdc,1
T027641,m-xnty,1,1,mdc,1
T027650,maati-see,1,1,translation,1
T027653,mahes,1,1,translation,1
T027655,maidservants,1,1,translation,1
T027664,mastspitze,1,1,translation,1
T027667,mechenti-irti,1,1,translation,1
T027669,meh-ib-hor,1,1,translation,1
T027672,meiden,1,1,translation,1
T027678,menesch-schiff,1,1,translation,1
T027680,menkhut,1,1,translation,1
T027682,mentu,1,1,translation,1
T027689,meschnur,1,1,translation,1
T027692,meskhenet,1,1,translation,1
T027696,mh.tj-r,1,1,lemma_forms,1
T027697,mhnm.tj,1,1,lemma_forms,1
T027698,mhnt.pl,1,1,normalized_transliteration,1
T027701,min-tempel,1,1,translation,1
T027705,mittmonats-,1,1,translation,1
T027708,mizut-krone,1,1,translation,1
T027713,mna.t-hwif-wj,1,1,lemma_forms,1
T027714,mnat-wfw,1,1,normalized_transliteration,1
T027715,mnat-xwfw,1,1,mdc,1
T027718,mnt.w-m-ta.wj,1,1,lemma_forms,1
T027722,mnw-htp.w,1,1,lemma_forms,1
T027724,mny.tj,1,1,lemma_forms,1
T027729,morgenfrhe,1,1,translation,1
T027732,motiviert,1,1,translation,1
T027737,mr.y-jmn,1,1,lemma_forms,1
T027738,mr.y-shm.t,1,1,lemma_forms,1
T027753,mxnt.pl,1,1,mdc,1
T027767,nachahmt,1,1,translation,1
T027768,nachlssigen,1,1,translation,1
T027769,nachmittags,1,1,translation,1
T027777,nakhty,1,1,translation,1
T027788,naw.tj,1,1,lemma_forms,1
T027791,nb-ha,1,1,normalized_transliteration,1
T027793,nb-hmnw,1,1,normalized_transliteration,1
T027802,nb-qbh.w,1,1,lemma_forms,1
T027806,nb-xa,1,1,mdc,1
T027829,negatives,1,1,translation,1
T027839,netzfalle,1,1,translation,1
T027842,neuntes,1,1,translation,1
T027854,nh-ns-ppy,1,1,normalized_transliteration,1
T027871,nicht-ermdenden,1,1,translation,1
T027887,nn-rx,1,1,mdc,1
T027889,nobler,1,1,translation,1
T027892,nordbewohner,1,1,translation,1
T027898,nourished,1,1,translation,1
T027899,npnp,1,1,lemma_forms,1
T027900,npnp.t,1,1,lemma_forms,1
T027913,nubians,1,1,translation,1
T027914,nubiers,1,1,translation,1
T027915,numerous,1,1,translation,1
T027916,nx.w,1,1,mdc,1
T027923,obergyptisch,1,1,translation,1
T027928,ofens,1,1,translation,1
T027930,onuris-rech,1,1,translation,1
T027932,opfer-,1,1,translation,1
T027933,opferfest,1,1,translation,1
T027941,osirs,1,1,translation,1
T027942,overthrow,1,1,translation,1
T027958,panopolite,1,1,translation,1
T027960,papyrusrollen,1,1,translation,1
T027962,pay.t-hnn.t,1,1,lemma_forms,1
T027963,paz.wt,1,1,lemma_forms,1
T027977,per-nu,1,1,translation,1
T027980,perlhuhn,1,1,translation,1
T027985,personifizierung,1,1,translation,1
T027988,pflegst,1,1,translation,1
T027991,pflgt,1,1,translation,1
T027994,pharaoh,1,1,translation,1
T028003,plaziere,1,1,translation,1
T028004,plazierte,1,1,translation,1
T028006,portale,1,1,translation,1
T028007,positionen,1,1,translation,1
T028008,potentate,1,1,translation,1
T028012,pr-nb.t-htp.t,1,1,lemma_forms,1
T028015,prall,1,1,translation,1
T028016,prchtiges,1,1,translation,1
T028019,prgelte,1,1,translation,1
T028023,privatgemchern,1,1,translation,1
T028025,prophezeit,1,1,translation,1
T028028,prozessionen,1,1,translation,1
T028031,ptahhotep-der-ltere,1,1,translation,1
T028033,pth-htp.w-wr,1,1,lemma_forms,1
T028039,pyramidengrbern,1,1,translation,1
T028040,qagabu,1,1,translation,1
T028043,qbh.wj,1,1,lemma_forms,1
T028053,qualittsvollen,1,1,translation,1
T028055,quantity,1,1,translation,1
T028062,ra-hr-ahtj,1,1,normalized_transliteration,1
T028063,ra-hr-axtj,1,1,mdc,1
T028066,raja,1,1,translation,1
T028072,rasonther,1,1,translation,1
T028075,raubten,1,1,translation,1
T028076,raufen,1,1,translation,1
T028078,raw-wsr.w,1,1,lemma_forms,1
T028079,rawoser,1,1,translation,1
T028081,rckstand,1,1,translation,1
T028082,rdi.hr.tw,1,1,normalized_transliteration,1
T028083,rdi.xr.tw,1,1,mdc,1
T028093,rediukhnum,1,1,translation,1
T028100,regnal,1,1,translation,1
T028102,reichlichen,1,1,translation,1
T028103,reiende,1,1,translation,1
T028107,renefanch,1,1,translation,1
T028108,renesankh,1,1,translation,1
T028110,reports,1,1,translation,1
T028111,reput,1,1,translation,1
T028113,respektvolle,1,1,translation,1
T028116,rettest,1,1,translation,1
T028117,revealed,1,1,translation,1
T028121,rh.tn,1,1,normalized_transliteration,1
T028127,rhricht,1,1,translation,1
T028144,rohe,1,1,translation,1
T028147,rsten,1,1,translation,1
T028155,ruhte,1,1,translation,1
T028159,rx.tn,1,1,mdc,1
T028163,rxw,1,1,mdc,1
T028171,saddened,1,1,translation,1
T028174,salbung,1,1,translation,1
T028175,sammler,1,1,translation,1
T028178,sanh.w,1,1,normalized_transliteration,1
T028181,saqqara,1,1,translation,1
T028182,sauer,1,1,translation,1
T028188,sbn.t,1,1,lemma_forms,1
T028194,schat,1,1,translation,1
T028195,schattenverschlinger,1,1,translation,1
T028196,schatz,1,1,translation,1
T028199,scheibe,1,1,translation,1
T028201,scheine,1,1,translation,1
T028202,scheinst,1,1,translation,1
T028207,schesemtet,1,1,translation,1
T028211,schieben,1,1,translation,1
T028212,schiffskapitn,1,1,translation,1
T028217,schlangengttinnen,1,1,translation,1
T028222,schleuderte,1,1,translation,1
T028223,schlichten,1,1,translation,1
T028228,schmerzhaften,1,1,translation,1
T028231,schmerzstoffe,1,1,translation,1
T028232,schmutzwasser,1,1,translation,1
T028234,schreckgesicht,1,1,translation,1
T028235,schreiberberufs,1,1,translation,1
T028236,schreibung,1,1,translation,1
T028239,schrittes,1,1,translation,1
T028245,schweigender,1,1,translation,1
T028248,schweins,1,1,translation,1
T028250,schwere,1,1,translation,1
T028256,sdm-hw.wt-wr.wt-6,1,1,lemma_forms,1
T028259,sdseite,1,1,translation,1
T028272,sehnet-kapelle,1,1,translation,1
T028273,seiender,1,1,translation,1
T028285,senke,1,1,translation,1
T028295,sfg-jr.w,1,1,lemma_forms,1
T028300,sha-maa.t,1,1,lemma_forms,1
T028301,sharp,1,1,translation,1
T028317,shmt-rns-m-hmwts,1,1,normalized_transliteration,1
T028323,sht.n,1,1,normalized_transliteration,1
T028329,silence,1,1,translation,1
T028331,sinnig,1,1,translation,1
T028338,sleep,1,1,translation,1
T028346,sobekiry,1,1,translation,1
T028350,sonnenaufgang,1,1,translation,1
T028354,sorgfltig,1,1,translation,1
T028359,spannen,1,1,translation,1
T028363,speerspitzen,1,1,translation,1
T028366,speisebedarf,1,1,translation,1
T028371,spiele,1,1,translation,1
T028373,spitzer,1,1,translation,1
T028387,sr-wr-jm.j-jwn.w,1,1,lemma_forms,1
T028393,stab-des-alters,1,1,translation,1
T028395,stadtviertel,1,1,translation,1
T028403,staunen,1,1,translation,1
T028410,sthy-mri-n-pth,1,1,normalized_transliteration,1
T028412,stiehl,1,1,translation,1
T028418,strauchle,1,1,translation,1
T028420,strenfried,1,1,translation,1
T028431,stxy-mri-n-pth,1,1,mdc,1
T028438,sxa.v,1,1,mdc,1
T028443,sxmt-rns-m-hmwts,1,1,mdc,1
T028448,sxt.n,1,1,mdc,1
T028457,table,1,1,translation,1
T028462,tasks,1,1,translation,1
T028464,taue,1,1,translation,1
T028465,tauseret,1,1,translation,1
T028466,taxes,1,1,translation,1
T028474,tells,1,1,translation,1
T028478,thirsty,1,1,translation,1
T028481,though,1,1,translation,1
T028482,three,1,1,translation,1
T028485,tiefen,1,1,translation,1
T028486,tiefer,1,1,translation,1
T028502,tobender,1,1,translation,1
T028504,told,1,1,translation,1
T028505,took,1,1,translation,1
T028507,totengericht,1,1,translation,1
T028513,tp.j-ra,1,1,lemma_forms,1
T028515,tradition,1,1,translation,1
T028516,tragejoch,1,1,translation,1
T028521,trgheit,1,1,translation,1
T028522,trichte,1,1,translation,1
T028527,trotz,1,1,translation,1
T028532,tuschende,1,1,translation,1
T028534,u-peqer,1,1,translation,1
T028535,uab-priester,1,1,translation,1
T028536,uamemti,1,1,translation,1
T028537,uas-szepter,1,1,translation,1
T028538,uere,1,1,translation,1
T028539,uerste,1,1,translation,1
T028540,uerte,1,1,translation,1
T028541,uferland,1,1,translation,1
T028543,umfeld,1,1,translation,1
T028544,umgang,1,1,translation,1
T028545,umgehend,1,1,translation,1
T028546,umkleidet,1,1,translation,1
T028548,umzuwenden,1,1,translation,1
T028551,unbercksichtigt,1,1,translation,1
T028552,unberlegtheit,1,1,translation,1
T028556,ungehindertes,1,1,translation,1
T028557,unkenntlicher,1,1,translation,1
T028562,untergyptisch,1,1,translation,1
T028564,unterrichtete,1,1,translation,1
T028567,unversehrtem,1,1,translation,1
T028570,unzhlige,1,1,translation,1
T028580,verarmen,1,1,translation,1
T028581,verberge,1,1,translation,1
T028584,verbrdere,1,1,translation,1
T028585,verdoppele,1,1,translation,1
T028587,verdorrt,1,1,translation,1
T028588,verdunkeln,1,1,translation,1
T028593,vergelich,1,1,translation,1
T028596,vergeltet,1,1,translation,1
T028599,verhlltes,1,1,translation,1
T028600,verhren,1,1,translation,1
T028603,verhten,1,1,translation,1
T028604,verjagen,1,1,translation,1
T028611,verlas,1,1,translation,1
T028612,verlasse,1,1,translation,1
T028617,verlngert,1,1,translation,1
T028618,vermchtnis,1,1,translation,1
T028627,versiegelte,1,1,translation,1
T028630,versuchen,1,1,translation,1
T028631,versunken,1,1,translation,1
T028632,verteile,1,1,translation,1
T028636,vertrauensmann,1,1,translation,1
T028637,vertreten,1,1,translation,1
T028638,vervierfacht,1,1,translation,1
T028640,verwaltet,1,1,translation,1
T028643,verwehrt,1,1,translation,1
T028645,verwesten,1,1,translation,1
T028647,verwnscht,1,1,translation,1
T028649,viehhrde,1,1,translation,1
T028650,vielfaches,1,1,translation,1
T028652,vielzahl,1,1,translation,1
T028653,vogelfalle,1,1,translation,1
T028654,vogelteich,1,1,translation,1
T028655,volksmenge,1,1,translation,1
T028660,vollstndige,1,1,translation,1
T028662,vorausgesetzt,1,1,translation,1
T028663,vorbereitungen,1,1,translation,1
T028665,vorderem,1,1,translation,1
T028668,vorfahr,1,1,translation,1
T028669,vorfall,1,1,translation,1
T028672,vorgnger,1,1,translation,1
T028676,vorsto,1,1,translation,1
T028685,wachteln,1,1,translation,1
T028691,wahrnehmen,1,1,translation,1
T028692,wall,1,1,translation,1
T028693,wandelte,1,1,translation,1
T028699,war.t-aa.t-hmhm.t,1,1,lemma_forms,1
T028701,was.t-nht.t,1,1,lemma_forms,1
T028709,wdp.w-n-pr-aa,1,1,lemma_forms,1
T028710,wealth,1,1,translation,1
T028712,webt,1,1,translation,1
T028716,weggeht,1,1,translation,1
T028717,weggeschoben,1,1,translation,1
T028718,weggezogen,1,1,translation,1
T028720,wegnahm,1,1,translation,1
T028722,wegzufhren,1,1,translation,1
T028729,weisheitslehren,1,1,translation,1
T028732,weni,1,1,translation,1
T028740,whd.n,1,1,normalized_transliteration,1
T028745,widerspenstigen,1,1,translation,1
T028751,wilde,1,1,translation,1
T028757,wirkungsvolle,1,1,translation,1
T028763,wnh.t,1,1,normalized_transliteration,1
T028770,wolkengleich,1,1,translation,1
T028779,wr-m-jaw.tf,1,1,lemma_forms,1
T028780,wr-ph.tj,1,1,lemma_forms,1
T028786,wrongly,1,1,translation,1
T028794,wstengebiete,1,1,translation,1
T028804,wxa.n,1,1,mdc,1
T028805,wxa.pl,1,1,mdc,1
T028806,wxd.n,1,1,mdc,1
T028813,xai-sxm-ra,1,1,mdc,1
T028814,xai-xpr-ra,1,1,mdc,1
T028815,xar.pl,1,1,mdc,1
T028820,xftj.wpl,1,1,mdc,1
T028825,xni.kw,1,1,mdc,1
T028832,xnt.w,1,1,mdc,1
T028836,xntj-n-jrtj,1,1,mdc,1
T028848,xrj-phwj,1,1,mdc,1
T028861,xtmtjw,1,1,mdc,1
T028869,yesterday,1,1,translation,1
T028877,zappelt,1,1,translation,1
T028888,zerbrach,1,1,translation,1
T028889,zerbricht,1,1,translation,1
T028891,zerkleinern,1,1,translation,1
T028894,zerstreut,1,1,translation,1
T028896,zeugt,1,1,translation,1
T028897,zgerlich,1,1,translation,1
T028902,zhaw-a-nj-nswt,1,1,normalized_transliteration,1
T028906,zimmerte,1,1,translation,1
T028908,zjn.hr,1,1,normalized_transliteration,1
T028909,zjn.xr,1,1,mdc,1
T028910,zn.tj,1,1,lemma_forms,1
T028913,zornigen,1,1,translation,1
T028915,zp-n-jw.tjt,1,1,lemma_forms,1
T028919,zugang,1,1,translation,1
T028920,zugeben,1,1,translation,1
T028922,zugesellen,1,1,translation,1
T028923,zugewendet,1,1,translation,1
T028924,zugeworfen,1,1,translation,1
T028926,zuletzt,1,1,translation,1
T028935,zusteht,1,1,translation,1
T028937,zuverlssige,1,1,translation,1
T028938,zuzuhren,1,1,translation,1
T028940,zweig,1,1,translation,1
T028943,zxaw-a-nj-nswt,1,1,mdc,1
T029459,aqat,1,1,normalized_transliteration,1
T029670,htrjt,1,1,normalized_transliteration,1
T029672,jnr-n-mat,1,1,lemma_forms,1
T029698,-korb,1,1,translation,1
T030060,ip,1,1,translation,1
T030955,trn,1,1,translation,1
T031120,dsr.t-tp,1,1,lemma_forms,1
T031121,durchfahre,1,1,translation,1
T031126,ha.k,1,1,normalized_transliteration,1
T031136,hmypl,1,1,normalized_transliteration,1
T031143,hr-zj-jsst,1,1,lemma_forms,1
T031168,mdw-jaw,1,1,lemma_forms,1
T031187,neiths,1,1,translation,1
T031194,nzr-msr,1,1,lemma_forms,1
T031197,pgs,1,1,lemma_forms,1
T031205,s.w,1,1,normalized_transliteration,1
T031219,sxnw,1,1,mdc,1
T031224,ta.y-bsa,1,1,lemma_forms,1
T031227,thn-jdb.w,1,1,lemma_forms,1
T031236,xawtj,1,1,mdc,1
T031238,xdr,1,1,mdc,1
T031242,xmypl,1,1,mdc,1
T031247,xwtj,1,1,mdc,1
T031249,zhnn,1,1,normalized_transliteration,1
T031254,zxnn,1,1,mdc,1
T031265,-wurm,1,1,translation,1
T031270,ah.wt,1,1,lemma_forms,1
T031279,auffliegt,1,1,translation,1
T031285,axtt,1,1,mdc,1
T031286,bad.t,1,1,lemma_forms,1
T031298,blitzschnell,1,1,translation,1
T031299,brr,1,1,lemma_forms,1
T031305,clean,1,1,translation,1
T031307,deck,1,1,translation,1
T031320,gettigt,1,1,translation,1
T031322,gierigen,1,1,translation,1
T031331,hba.w,1,1,normalized_transliteration,1
T031344,htp.yw,1,1,lemma_forms,1
T031345,hw-baq,1,1,lemma_forms,1
T031347,hwd.w,1,1,lemma_forms,1
T031351,initiated,1,1,translation,1
T031353,jfd.t,1,1,lemma_forms,1
T031359,jsah,1,1,normalized_transliteration,1
T031360,jsax,1,1,mdc,1
T031366,krummen,1,1,translation,1
T031392,pa-ra-em-hab,1,1,translation,1
T031405,sa.wj,1,1,lemma_forms,1
T031417,shai.y,1,1,normalized_transliteration,1
T031428,umkreiste,1,1,translation,1
T031429,unreinen,1,1,translation,1
T031436,vogelschar,1,1,translation,1
T031444,wstn.t,1,1,normalized_transliteration,1
T031445,wstn.v,1,1,mdc,1
T031472,-bnder,1,1,translation,1
T031474,-cattle,1,1,translation,1
T031484,-gefilde,1,1,translation,1
T031488,-gtter,1,1,translation,1
T031493,-hetep,1,1,translation,1
T031505,-land,1,1,translation,1
T031507,-leinenstoff,1,1,translation,1
T031512,-neferu,1,1,translation,1
T031514,-nicht,1,1,translation,1
T031517,-raubvogel,1,1,translation,1
T031522,-salbe,1,1,translation,1
T031525,-schenkelstck,1,1,translation,1
T031527,-schreibgert,1,1,translation,1
T031528,-see,1,1,translation,1
T031529,-stcke,1,1,translation,1
T031531,-sttte,1,1,translation,1
T031536,-weihrauch,1,1,translation,1
T031549,__x,1,1,mdc,1
T031558,aa.t-ntr.jt,1,1,lemma_forms,1
T031559,aam.t,1,1,lemma_forms,1
T031564,abgefat,1,1,translation,1
T031569,abgeschlachtet,1,1,translation,1
T031570,abgeschnrt,1,1,translation,1
T031571,abgesonderte,1,1,translation,1
T031572,abgewischtem,1,1,translation,1
T031573,abh.n,1,1,normalized_transliteration,1
T031574,abhanden,1,1,translation,1
T031581,abreiben,1,1,translation,1
T031582,abreisen,1,1,translation,1
T031583,abschlagen,1,1,translation,1
T031584,absteigender,1,1,translation,1
T031586,abteilungsleiter,1,1,translation,1
T031594,abx.n,1,1,mdc,1
T031599,accompanying,1,1,translation,1
T031601,ach-krfte,1,1,translation,1
T031616,adorning,1,1,translation,1
T031619,afraid,1,1,translation,1
T031627,ahmpl,1,1,normalized_transliteration,1
T031640,alkab,1,1,translation,1
T031645,altehrwrdigen,1,1,translation,1
T031647,altgediente,1,1,translation,1
T031652,amenyseneb,1,1,translation,1
T031653,ames-szepter,1,1,translation,1
T031654,ammenkhe,1,1,translation,1
T031657,amtsausbung,1,1,translation,1
T031661,amunemwia,1,1,translation,1
T031681,anflehen,1,1,translation,1
T031687,angeklagter,1,1,translation,1
T031688,angepflockt,1,1,translation,1
T031699,anhang,1,1,translation,1
T031704,anhngerschaft,1,1,translation,1
T031710,ankhu,1,1,translation,1
T031715,anlege,1,1,translation,1
T031717,anmeldung,1,1,translation,1
T031723,anrechnen,1,1,translation,1
T031724,anschaut,1,1,translation,1
T031728,anstrebt,1,1,translation,1
T031733,antreibt,1,1,translation,1
T031734,antreten,1,1,translation,1
T031736,anuket,1,1,translation,1
T031748,anzeigen,1,1,translation,1
T031750,anzuhren,1,1,translation,1
T031757,aqa.yt,1,1,lemma_forms,1
T031764,archivar,1,1,translation,1
T031767,armvoll,1,1,translation,1
T031768,arrival,1,1,translation,1
T031773,aset,1,1,translation,1
T031780,atefkrone,1,1,translation,1
T031782,atf.tj,1,1,lemma_forms,1
T031783,attacke,1,1,translation,1
T031784,attentat,1,1,translation,1
T031786,atx.w.pl,1,1,mdc,1
T031787,au-ib-re,1,1,translation,1
T031794,aufgeplatzt,1,1,translation,1
T031796,aufgerichtetem,1,1,translation,1
T031798,aufgeweckt,1,1,translation,1
T031799,aufgezeichnet,1,1,translation,1
T031800,auflegen,1,1,translation,1
T031802,aufmerksamem,1,1,translation,1
T031807,aufsichtsbeamten,1,1,translation,1
T031812,aufzhlung,1,1,translation,1
T031813,aufzurichten,1,1,translation,1
T031819,ausfall,1,1,translation,1
T031821,ausflusses,1,1,translation,1
T031823,ausgeglichen,1,1,translation,1
T031824,ausgehende,1,1,translation,1
T031826,ausgelegt,1,1,translation,1
T031830,ausgerichtet,1,1,translation,1
T031832,ausgesperrt,1,1,translation,1
T031844,ausnehmen,1,1,translation,1
T031854,auszuschicken,1,1,translation,1
T031855,aw-jb-hr.w,1,1,lemma_forms,1
T031856,aw.t-jb-raw,1,1,lemma_forms,1
T031857,aw.t-nds.t,1,1,lemma_forms,1
T031858,awt-jb-ra,1,1,mdc,1
T031863,axmpl,1,1,mdc,1
T031872,backbordseite,1,1,translation,1
T031874,baden,1,1,translation,1
T031878,baldachine,1,1,translation,1
T031887,barsch,1,1,translation,1
T031892,bcherhauses,1,1,translation,1
T031896,beantworte,1,1,translation,1
T031897,bearer,1,1,translation,1
T031898,beat,1,1,translation,1
T031900,bebte,1,1,translation,1
T031909,befehligen,1,1,translation,1
T031918,begattete,1,1,translation,1
T031921,beginning,1,1,translation,1
T031922,begleiterin,1,1,translation,1
T031925,behauptest,1,1,translation,1
T031926,beibringt,1,1,translation,1
T031928,beides,1,1,translation,1
T031929,beinpaares,1,1,translation,1
T031932,beklagte,1,1,translation,1
T031934,bekleidungspriester,1,1,translation,1
T031941,belohnungen,1,1,translation,1
T031942,beltat,1,1,translation,1
T031946,bemessen,1,1,translation,1
T031949,beneficial,1,1,translation,1
T031950,bentresch,1,1,translation,1
T031956,beraube,1,1,translation,1
T031961,berflieen,1,1,translation,1
T031963,bergibst,1,1,translation,1
T031964,berglandes,1,1,translation,1
T031965,berglndern,1,1,translation,1
T031970,berlauf,1,1,translation,1
T031975,beruchere,1,1,translation,1
T031979,bervoll,1,1,translation,1
T031980,berwachen,1,1,translation,1
T031987,beschftigen,1,1,translation,1
T031989,beschlagnahmt,1,1,translation,1
T031992,beschmiert,1,1,translation,1
T031993,beschreiben,1,1,translation,1
T031996,beschwor,1,1,translation,1
T031999,beseitigte,1,1,translation,1
T032000,beseitigung,1,1,translation,1
T032004,besitzern,1,1,translation,1
T032005,besonnen,1,1,translation,1
T032018,besteuert,1,1,translation,1
T032023,betreibt,1,1,translation,1
T032027,betroffenen,1,1,translation,1
T032030,beurteilen,1,1,translation,1
T032035,beweis,1,1,translation,1
T032036,bewertung,1,1,translation,1
T032039,bewssere,1,1,translation,1
T032040,bewsserungskanle,1,1,translation,1
T032045,bhz.t,1,1,lemma_forms,1
T032048,bierhaus,1,1,translation,1
T032049,birth,1,1,translation,1
T032057,blenden,1,1,translation,1
T032061,blttern,1,1,translation,1
T032070,bogenmann,1,1,translation,1
T032071,bogenschtzen,1,1,translation,1
T032076,bowmen,1,1,translation,1
T032077,bows,1,1,translation,1
T032084,brenngesicht,1,1,translation,1
T032085,brgern,1,1,translation,1
T032086,brich,1,1,translation,1
T032087,brieflehre,1,1,translation,1
T032089,brings,1,1,translation,1
T032091,brr.y,1,1,lemma_forms,1
T032093,brut,1,1,translation,1
T032097,bugtaus,1,1,translation,1
T032101,busirianers,1,1,translation,1
T032102,busirite,1,1,translation,1
T032104,butchers,1,1,translation,1
T032105,bw-rxj,1,1,mdc,1
T032112,calm,1,1,translation,1
T032118,causes,1,1,translation,1
T032124,chamber,1,1,translation,1
T032125,chamet-bier,1,1,translation,1
T032126,chaos,1,1,translation,1
T032127,charaktere,1,1,translation,1
T032129,charming,1,1,translation,1
T032132,chem,1,1,translation,1
T032156,cloths,1,1,translation,1
T032158,constructed,1,1,translation,1
T032160,cow,1,1,translation,1
T032167,daherkommt,1,1,translation,1
T032168,dahinfhrt,1,1,translation,1
T032169,daliegen,1,1,translation,1
T032170,daliegt,1,1,translation,1
T032181,dazugehrige,1,1,translation,1
T032194,decke,1,1,translation,1
T032205,dessentwillen,1,1,translation,1
T032209,dh.t,1,1,normalized_transliteration,1
T032210,dh.wt,1,1,lemma_forms,1
T032217,dienstmann,1,1,translation,1
T032223,distanziert,1,1,translation,1
T032237,dmmend,1,1,translation,1
T032238,dnnem,1,1,translation,1
T032240,dochte,1,1,translation,1
T032243,doppellwen,1,1,translation,1
T032244,doppeltore,1,1,translation,1
T032245,dos,1,1,translation,1
T032247,dressur,1,1,translation,1
T032248,dringend,1,1,translation,1
T032252,drw.y,1,1,lemma_forms,1
T032253,dua,1,1,translation,1
T032257,dum-palme,1,1,translation,1
T032263,durchluft,1,1,translation,1
T032264,durchs,1,1,translation,1
T032266,durchwandeln,1,1,translation,1
T032270,dwa.tyw,1,1,lemma_forms,1
T032271,dx.t,1,1,mdc,1
T032275,ebenholzbaum,1,1,translation,1
T032278,efficiency,1,1,translation,1
T032281,eher,1,1,translation,1
T032288,eigenschaft,1,1,translation,1
T032298,eingetretenen,1,1,translation,1
T032299,eingetroffen,1,1,translation,1
T032300,eingeweicht,1,1,translation,1
T032304,einhergehen,1,1,translation,1
T032306,einsaugen,1,1,translation,1
T032307,einstimmig,1,1,translation,1
T032310,eintragungen,1,1,translation,1
T032315,eis,1,1,translation,1
T032325,emporsteigend,1,1,translation,1
T032334,entgegenkommend,1,1,translation,1
T032346,entsprach,1,1,translation,1
T032348,entsprechender,1,1,translation,1
T032351,entstehst,1,1,translation,1
T032355,entzwei,1,1,translation,1
T032356,epagomene,1,1,translation,1
T032357,epagomenen,1,1,translation,1
T032364,erblickst,1,1,translation,1
