doc_id,topic_tags_zh,summary_zh,matched_chinese_rules,annotation_source
D087015,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D097786,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D085997,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D093341,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D096770,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D100265,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ka；亡灵文学:tb,rule_based
D090546,神祇信仰；太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,神祇信仰:ntr；太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D097632,祭祀供奉；亡灵文学,该文本涉及“祭祀供奉、亡灵文学”等主题，来源语料为 tb。文本可能涉及供品、祭祀仪式或神庙宗教实践。,祭祀供奉:htp；亡灵文学:tb,rule_based
D098469,太阳崇拜；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ka；亡灵文学:tb,rule_based
D093401,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D098417,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D101062,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D096546,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；亡灵文学:tb,rule_based
D095770,亡灵文学；生命与保护,该文本涉及“亡灵文学、生命与保护”等主题，来源语料为 tb。,亡灵文学:tb；生命与保护:anh,rule_based
D100226,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；亡灵文学:tb,rule_based
D097666,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。,奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D091534,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D089887,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091529,神祇信仰；荷鲁斯信仰；亡灵文学,该文本涉及“神祇信仰、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,神祇信仰:ntr；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D099979,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；亡灵文学:tb,rule_based
D087034,奥西里斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。,奥西里斯信仰:osiris；亡灵文学:tb,rule_based
D097848,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:horus；亡灵文学:tb,rule_based
D101155,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087749,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D089070,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D097426,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D094108,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D086068,太阳崇拜；死亡与亡灵；审判与玛阿特；亡灵文学,该文本涉及“太阳崇拜、死亡与亡灵、审判与玛阿特、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。文本可能涉及真理、秩序、公正或亡灵审判观念。,太阳崇拜:re；死亡与亡灵:ka；审判与玛阿特:maat；亡灵文学:tb,rule_based
D098752,神祇信仰；亡灵文学；生命与保护,该文本涉及“神祇信仰、亡灵文学、生命与保护”等主题，来源语料为 tb。,神祇信仰:ntr；亡灵文学:tb；生命与保护:anh,rule_based
D094228,神祇信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；审判与玛阿特；亡灵文学；生命与保护,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、审判与玛阿特、亡灵文学、生命与保护”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。文本可能涉及真理、秩序、公正或亡灵审判观念。,神祇信仰:ntr；太阳崇拜:re；荷鲁斯信仰:horus；死亡与亡灵:ba；审判与玛阿特:maat；亡灵文学:tb；生命与保护:anh,rule_based
D089438,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091578,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D090080,神祇信仰；太阳崇拜；亡灵文学,该文本涉及“神祇信仰、太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,神祇信仰:ntr；太阳崇拜:re；亡灵文学:tb,rule_based
D099065,亡灵文学；生命与保护,该文本涉及“亡灵文学、生命与保护”等主题，来源语料为 tb。,亡灵文学:tb；生命与保护:anh,rule_based
D094538,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:horus；亡灵文学:tb,rule_based
D094018,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087754,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；亡灵文学:tb,rule_based
D095275,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087143,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D096254,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D097431,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D096892,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ka；亡灵文学:tb,rule_based
D093635,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D092226,太阳崇拜；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ka；亡灵文学:tb,rule_based
D096094,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D096130,太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；亡灵文学；生命与保护,该文本涉及“太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、亡灵文学、生命与保护”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba；亡灵文学:tb；生命与保护:anh,rule_based
D086518,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091777,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D099105,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D090362,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D091551,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D100349,神祇信仰；太阳崇拜；死亡与亡灵；亡灵文学,该文本涉及“神祇信仰、太阳崇拜、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:re；死亡与亡灵:ba；亡灵文学:tb,rule_based
D096827,太阳崇拜；荷鲁斯信仰；祭祀供奉；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、祭祀供奉、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。,太阳崇拜:re；荷鲁斯信仰:hr；祭祀供奉:htp；亡灵文学:tb,rule_based
D097132,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D100921,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；审判与玛阿特；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、审判与玛阿特、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及真理、秩序、公正或亡灵审判观念。,奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；审判与玛阿特:maat；亡灵文学:tb,rule_based
D091236,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D093586,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D093432,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D086456,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D086882,奥西里斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。,奥西里斯信仰:osiris；亡灵文学:tb,rule_based
D086396,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D088214,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D096959,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091281,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D088823,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D089878,神祇信仰；奥西里斯信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；亡灵文学,该文本涉及“神祇信仰、奥西里斯信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba；亡灵文学:tb,rule_based
D095403,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；祭祀供奉；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、祭祀供奉、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。,奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；祭祀供奉:opfer；亡灵文学:tb,rule_based
D101048,神祇信仰；太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,神祇信仰:ntr；太阳崇拜:ra；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D092245,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；亡灵文学:tb,rule_based
D093780,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D096886,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D099962,太阳崇拜；审判与玛阿特；亡灵文学,该文本涉及“太阳崇拜、审判与玛阿特、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及真理、秩序、公正或亡灵审判观念。,太阳崇拜:re；审判与玛阿特:order；亡灵文学:tb,rule_based
D095405,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D093798,亡灵文学；生命与保护,该文本涉及“亡灵文学、生命与保护”等主题，来源语料为 tb。,亡灵文学:tb；生命与保护:anh,rule_based
D092727,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。,奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D092551,神祇信仰；亡灵文学,该文本涉及“神祇信仰、亡灵文学”等主题，来源语料为 tb。,神祇信仰:ntr；亡灵文学:tb,rule_based
D089648,荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D087188,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D093560,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091773,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D099137,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087196,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；亡灵文学:tb,rule_based
D090011,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D096625,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087821,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D098325,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D101270,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D097566,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D087382,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D095858,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D095805,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D093806,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D092629,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:mwt；亡灵文学:tb,rule_based
D089509,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D086639,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D096911,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D100916,神祇信仰；亡灵文学,该文本涉及“神祇信仰、亡灵文学”等主题，来源语料为 tb。,神祇信仰:ntr；亡灵文学:tb,rule_based
D087042,奥西里斯信仰；亡灵文学,该文本涉及“奥西里斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。,奥西里斯信仰:osiris；亡灵文学:tb,rule_based
D092480,奥西里斯信仰；太阳崇拜；亡灵文学,该文本涉及“奥西里斯信仰、太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。,奥西里斯信仰:osiris；太阳崇拜:re；亡灵文学:tb,rule_based
D093011,荷鲁斯信仰；亡灵文学；生命与保护,该文本涉及“荷鲁斯信仰、亡灵文学、生命与保护”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb；生命与保护:anh,rule_based
D091075,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D088240,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D093706,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D091143,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D096490,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；亡灵文学:tb,rule_based
D098003,荷鲁斯信仰；亡灵文学,该文本涉及“荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D091820,神祇信仰；荷鲁斯信仰；亡灵文学,该文本涉及“神祇信仰、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。,神祇信仰:ntr；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D092051,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ka；亡灵文学:tb,rule_based
D097780,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D088560,太阳崇拜；荷鲁斯信仰；亡灵文学；敌人与冲突,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学、敌人与冲突”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb；敌人与冲突:hfti,rule_based
D096993,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D100444,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D087788,太阳崇拜；荷鲁斯信仰；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；荷鲁斯信仰:hr；亡灵文学:tb,rule_based
D096233,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D093879,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:re；亡灵文学:tb,rule_based
D087069,荷鲁斯信仰；祭祀供奉；亡灵文学,该文本涉及“荷鲁斯信仰、祭祀供奉、亡灵文学”等主题，来源语料为 tb。文本可能涉及供品、祭祀仪式或神庙宗教实践。,荷鲁斯信仰:horus；祭祀供奉:htp；亡灵文学:tb,rule_based
D097387,太阳崇拜；亡灵文学,该文本涉及“太阳崇拜、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。,太阳崇拜:ra；亡灵文学:tb,rule_based
D099849,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D092042,神祇信仰；太阳崇拜；荷鲁斯信仰；祭祀供奉；亡灵文学,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、祭祀供奉、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。,神祇信仰:ntr；太阳崇拜:ra；荷鲁斯信仰:hr；祭祀供奉:htp；亡灵文学:tb,rule_based
D100802,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
D096321,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 tb。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D094784,亡灵文学,该文本涉及“亡灵文学”等主题，来源语料为 tb。,亡灵文学:tb,rule_based
